seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
T28_S__k141_430646||full	1.000	0.800	1.000	dsDNAphage	5292	3	100.000	0.000
T36_S__k141_773872||full	0.953	0.993	0.993	ssDNA	5292	0	100.000	0.000
T4_S__k141_184459||full	0.967	0.467	0.967	dsDNAphage	5292	1	85.000	0.000
T4_S__k141_562031||full	0.893	0.400	0.893	dsDNAphage	5292	0	81.800	0.000
T52_D__k141_423709||full	1.000	0.133	1.000	dsDNAphage	5292	1	55.600	0.000
T64_D__k141_15104||full	0.907	0.560	0.907	dsDNAphage	5292	0	33.300	0.000
T76_D__k141_927660||full	0.713	0.580	0.713	dsDNAphage	5292	0	50.000	0.000
T88_D__k141_620399||full	0.960	0.893	0.960	dsDNAphage	5292	4	100.000	0.000
T92_S__k141_741352||full	0.860	0.113	0.860	dsDNAphage	5292	0	25.000	0.000
T92_S__k141_276623||full	0.980	0.900	0.980	dsDNAphage	5292	2	100.000	0.000
T4_D_k141_650404||full	0.993	0.913	0.993	dsDNAphage	5291	1	100.000	0.000
T4_D_k141_808603||full	0.940	0.893	0.940	dsDNAphage	5291	2	100.000	0.000
T112_D__k141_71235||full	1.000	0.440	1.000	dsDNAphage	5291	1	75.000	0.000
T16_D__k141_768375||full	0.987	0.980	0.987	dsDNAphage	5291	0	100.000	0.000
T40_D__k141_919990||full	0.907	0.613	0.907	dsDNAphage	5291	0	55.600	0.000
T40_D__k141_627984||full	0.800	0.453	0.800	dsDNAphage	5291	0	100.000	0.000
T40_D__k141_199928||full	0.960	0.907	0.960	dsDNAphage	5291	0	87.500	0.000
T52_D__k141_187182||full	0.933	0.373	0.933	dsDNAphage	5291	0	33.300	0.000
T52_D__k141_128687||full	0.993	0.433	0.993	dsDNAphage	5291	1	76.900	0.000
T64_D__k141_497905||full	0.687	0.720	0.720	ssDNA	5291	0	33.300	0.000
T64_D__k141_248128||full	0.973	0.507	0.973	dsDNAphage	5291	0	100.000	0.000
T64_S__k141_204787||full	0.967	1.000	1.000	ssDNA	5291	0	100.000	0.000
T72_S__k141_71613||full	0.967	0.900	0.967	dsDNAphage	5291	0	72.700	0.000
T76_D__k141_497554||full	1.000	0.813	1.000	dsDNAphage	5291	3	100.000	0.000
T76_S__k141_381537||full	0.873	0.347	0.873	dsDNAphage	5291	0	80.000	0.000
T80_S__k141_893443||full	0.620	0.567	0.620	dsDNAphage	5291	0	27.300	0.000
T84_S__k141_503623||full	0.887	0.727	0.887	dsDNAphage	5291	0	87.500	0.000
T92_S__k141_1222900||full	0.993	0.820	0.993	dsDNAphage	5291	1	100.000	0.000
T4_D_k141_1319842||full	0.940	0.153	0.940	dsDNAphage	5290	0	63.600	0.000
T4_D_k141_608521||full	1.000	0.927	1.000	dsDNAphage	5290	2	100.000	0.000
T100_D__k141_344890||full	0.900	0.427	0.900	dsDNAphage	5290	0	66.700	0.000
T100_S__k141_217872||full	0.973	0.867	0.973	dsDNAphage	5290	0	85.000	0.000
T112_D__k141_324363||full	0.880	0.807	0.880	dsDNAphage	5290	0	77.800	0.000
T16_D__k141_1315736||full	0.780	0.720	0.780	dsDNAphage	5290	0	85.700	0.000
T16_D__k141_887822||full	0.787	0.453	0.787	dsDNAphage	5290	0	33.300	0.000
T16_D__k141_1474201||full	1.000	0.787	1.000	dsDNAphage	5290	1	44.400	0.000
T36_S__k141_726909||full	0.867	0.807	0.867	dsDNAphage	5290	0	66.700	0.000
T40_D__k141_1012806||full	1.000	0.647	1.000	dsDNAphage	5290	1	22.200	0.000
T44_S__k141_1287817||full	0.993	0.987	0.993	dsDNAphage	5290	3	100.000	0.000
T72_S__k141_877417||full	0.873	0.960	0.960	ssDNA	5290	0	100.000	0.000
T72_S__k141_381243||full	0.953	0.700	0.953	dsDNAphage	5290	0	85.700	0.000
T76_D__k141_73384||full	0.980	0.920	0.980	dsDNAphage	5290	1	62.500	0.000
T84_S__k141_365140||full	0.667	0.600	0.667	dsDNAphage	5290	0	57.100	0.000
T8_S__k141_1438072||full	0.767	0.560	0.767	dsDNAphage	5290	0	23.100	0.000
T8_S__k141_722512||full	1.000	0.580	1.000	dsDNAphage	5290	3	100.000	0.000
T4_D_k141_277544||full	1.000	0.767	1.000	dsDNAphage	5289	3	100.000	0.000
T4_D_k141_1275083||full	1.000	0.960	1.000	dsDNAphage	5289	1	100.000	0.000
T52_S_k141_1140716||full	1.000	0.827	1.000	dsDNAphage	5289	5	87.500	0.000
T52_S_k141_436248||full	1.000	0.720	1.000	dsDNAphage	5289	3	88.900	0.000
T12_S__k141_806388||full	0.847	0.787	0.847	dsDNAphage	5289	0	100.000	0.000
T16_D__k141_71858||full	0.633	0.727	0.727	ssDNA	5289	0	37.500	0.000
T16_D__k141_820008||full	0.733	0.300	0.733	dsDNAphage	5289	0	16.700	0.000
T76_D__k141_810365||full	0.887	0.507	0.887	dsDNAphage	5289	0	83.300	0.000
T76_D__k141_626759||full	0.987	0.953	0.987	dsDNAphage	5289	1	50.000	0.000
T80_S__k141_676510||full	0.787	0.507	0.787	dsDNAphage	5289	0	80.000	0.000
T0_S__k141_756567||full	1.000	0.887	1.000	dsDNAphage	5288	3	100.000	0.000
T16_D__k141_98000||full	0.847	0.807	0.847	dsDNAphage	5288	0	75.000	0.000
T16_D__k141_1074140||full	0.873	0.387	0.873	dsDNAphage	5288	0	40.000	0.000
T16_S__k141_1066562||full	1.000	0.373	1.000	dsDNAphage	5288	1	87.500	0.000
T32_S__k141_255952||full	1.000	0.820	1.000	dsDNAphage	5288	2	100.000	0.000
T32_S__k141_259649||full	0.960	0.627	0.960	dsDNAphage	5288	1	66.700	0.000
T40_D__k141_618376||full	0.893	0.553	0.893	dsDNAphage	5288	0	91.700	0.000
T40_D__k141_442066||full	0.980	0.867	0.980	dsDNAphage	5288	0	100.000	0.000
T40_S__k141_848972||full	0.927	0.773	0.927	dsDNAphage	5288	0	85.700	0.000
T56_S__k141_486173||full	0.933	0.953	0.953	ssDNA	5288	0	83.300	0.000
T68_S__k141_220756||full	0.907	0.660	0.907	dsDNAphage	5288	0	100.000	0.000
T92_S__k141_772164||full	1.000	0.693	1.000	dsDNAphage	5288	2	90.900	0.000
T112_D__k141_172264||full	0.993	0.700	0.993	dsDNAphage	5287	1	80.000	0.000
T12_S__k141_712071||full	0.980	0.827	0.980	dsDNAphage	5287	4	100.000	0.000
T16_D__k141_23592||full	0.987	0.687	0.987	dsDNAphage	5287	1	100.000	0.000
T20_S__k141_644351||full	0.953	0.940	0.953	dsDNAphage	5287	0	80.000	0.000
T40_D__k141_298660||full	0.607	0.393	0.607	dsDNAphage	5287	0	50.000	0.000
T44_S__k141_996268||full	0.707	0.873	0.873	ssDNA	5287	0	100.000	0.000
T44_S__k141_353890||full	0.980	0.913	0.980	dsDNAphage	5287	0	40.000	0.000
T48_S__k141_39225||full	0.853	0.520	0.853	dsDNAphage	5287	0	100.000	0.000
T56_S__k141_820828||full	0.760	0.827	0.827	ssDNA	5287	0	100.000	0.000
T76_D__k141_827647||full	1.000	0.520	1.000	dsDNAphage	5287	2	83.300	0.000
T100_D__k141_549081||full	0.967	0.760	0.967	dsDNAphage	5286	0	18.800	0.000
T100_D__k141_142065||full	0.967	0.807	0.967	dsDNAphage	5286	0	44.400	0.000
T16_D__k141_483977||full	0.980	0.573	0.980	dsDNAphage	5286	1	66.700	0.000
T16_S__k141_858055||full	0.980	0.740	0.980	dsDNAphage	5286	1	64.300	0.000
T28_S__k141_313684||full	0.973	0.913	0.973	dsDNAphage	5286	0	66.700	0.000
T36_S__k141_460172||full	0.980	0.460	0.980	dsDNAphage	5286	1	50.000	0.000
T40_D__k141_501827||full	0.980	0.833	0.980	dsDNAphage	5286	0	88.900	0.000
T4_S__k141_438991||full	0.740	0.033	0.740	dsDNAphage	5286	0	57.100	14.300
T64_S__k141_13129||full	1.000	0.733	1.000	dsDNAphage	5286	3	100.000	0.000
T8_S__k141_957258||full	0.593	0.500	0.593	dsDNAphage	5286	0	33.300	0.000
T4_D_k141_1152139||full	1.000	0.527	1.000	dsDNAphage	5285	1	100.000	0.000
T108_S__k141_6539||full	1.000	0.753	1.000	dsDNAphage	5285	1	100.000	0.000
T12_S__k141_21296||full	0.933	1.000	1.000	ssDNA	5285	0	100.000	0.000
T16_D__k141_16196||full	1.000	0.760	1.000	dsDNAphage	5285	1	83.300	0.000
T40_S__k141_726364||full	1.000	0.920	1.000	dsDNAphage	5285	3	100.000	0.000
T44_S__k141_1195132||full	0.973	0.493	0.973	dsDNAphage	5285	0	54.500	0.000
T48_S__k141_194656||full	0.920	0.653	0.920	dsDNAphage	5285	0	100.000	0.000
T52_D__k141_948582||full	0.993	0.873	0.993	dsDNAphage	5285	0	85.700	0.000
T72_S__k141_221423||full	1.000	0.940	1.000	dsDNAphage	5285	1	100.000	0.000
T4_D_k141_623802||full	0.993	0.860	0.993	dsDNAphage	5284	1	100.000	0.000
T100_S__k141_1183||full	1.000	0.727	1.000	dsDNAphage	5284	1	66.700	0.000
T104_S__k141_714330||full	0.927	0.593	0.927	dsDNAphage	5284	0	60.000	0.000
T112_S__k141_214625||full	1.000	0.960	1.000	dsDNAphage	5284	0	41.700	0.000
T112_S__k141_572043||full	1.000	0.547	1.000	dsDNAphage	5284	1	100.000	0.000
T12_S__k141_710249||full	1.000	0.833	1.000	dsDNAphage	5284	1	100.000	0.000
T16_D__k141_487335||full	1.000	0.560	1.000	dsDNAphage	5284	2	83.300	0.000
T16_D__k141_449431||full	0.847	0.133	0.847	dsDNAphage	5284	0	16.700	0.000
T24_S__k141_536920||full	0.993	0.960	0.993	dsDNAphage	5284	0	76.900	0.000
T24_S__k141_1187337||full	0.920	0.880	0.920	dsDNAphage	5284	0	100.000	0.000
T56_S__k141_141762||full	0.987	0.433	0.987	dsDNAphage	5284	0	92.300	0.000
T64_S__k141_670056||full	0.987	0.487	0.987	dsDNAphage	5284	2	100.000	0.000
T72_S__k141_972148||full	0.993	0.747	0.993	dsDNAphage	5284	0	92.300	0.000
T76_D__k141_1014800||full	1.000	0.953	1.000	dsDNAphage	5284	1	66.700	0.000
T76_D__k141_75258||full	0.553	0.780	0.780	ssDNA	5284	0	50.000	0.000
T80_S__k141_765505||full	1.000	0.800	1.000	dsDNAphage	5284	2	100.000	0.000
T88_D__k141_564304||full	0.947	0.867	0.947	dsDNAphage	5284	0	100.000	0.000
T92_S__k141_103630||full	1.000	0.933	1.000	dsDNAphage	5284	2	100.000	0.000
T96_S__k141_20176||full	0.907	0.927	0.927	ssDNA	5284	0	85.700	0.000
T100_D__k141_251011||full	0.900	0.833	0.900	dsDNAphage	5283	0	80.000	0.000
T16_D__k141_297276||full	1.000	0.873	1.000	dsDNAphage	5283	1	100.000	0.000
T20_S__k141_561407||full	0.707	0.620	0.707	dsDNAphage	5283	0	57.100	0.000
T32_S__k141_97960||full	0.920	0.320	0.920	dsDNAphage	5283	0	82.400	0.000
T40_S__k141_1073397||full	1.000	0.787	1.000	dsDNAphage	5283	4	100.000	0.000
T4_S__k141_7773||full	0.980	0.440	0.980	dsDNAphage	5283	0	46.200	0.000
T4_S__k141_186673||full	0.947	1.000	1.000	ssDNA	5283	0	100.000	0.000
T52_D__k141_5526||full	1.000	0.527	1.000	dsDNAphage	5283	1	81.200	0.000
T64_S__k141_796001||full	1.000	0.947	1.000	dsDNAphage	5283	3	100.000	0.000
T68_S__k141_884430||full	0.947	0.787	0.947	dsDNAphage	5283	0	85.700	0.000
T88_D__k141_351934||full	1.000	0.853	1.000	dsDNAphage	5283	4	100.000	0.000
T8_S__k141_1169579||full	0.867	0.467	0.867	dsDNAphage	5283	0	69.200	0.000
T92_S__k141_1183433||full	0.660	0.107	0.660	dsDNAphage	5283	0	42.900	0.000
T12_S__k141_983834||full	0.900	0.780	0.900	dsDNAphage	5282	0	66.700	0.000
T16_D__k141_666684||full	1.000	0.713	1.000	dsDNAphage	5282	1	57.100	0.000
T24_S__k141_143909||full	0.927	0.587	0.927	dsDNAphage	5282	0	100.000	0.000
T24_S__k141_1115167||full	0.967	0.860	0.967	dsDNAphage	5282	1	100.000	0.000
T40_D__k141_693229||full	1.000	0.633	1.000	dsDNAphage	5282	1	71.400	0.000
T40_S__k141_559634||full	0.993	0.493	0.993	dsDNAphage	5282	0	90.000	0.000
T44_S__k141_512765||full	1.000	0.927	1.000	dsDNAphage	5282	0	28.600	0.000
T52_D__k141_180616||full	0.960	0.727	0.960	dsDNAphage	5282	0	100.000	0.000
T52_D__k141_756776||full	1.000	0.960	1.000	dsDNAphage	5282	1	100.000	0.000
T64_D__k141_26274||full	1.000	0.513	1.000	dsDNAphage	5282	2	100.000	0.000
T72_S__k141_587041||full	1.000	0.973	1.000	dsDNAphage	5282	1	75.000	0.000
T72_S__k141_143966||full	0.927	0.900	0.927	dsDNAphage	5282	0	66.700	0.000
T88_D__k141_95762||full	1.000	0.527	1.000	dsDNAphage	5282	1	91.700	0.000
T88_S_k141_376370||full	0.880	0.567	0.880	dsDNAphage	5281	0	88.900	0.000
T0_S__k141_741125||full	1.000	0.773	1.000	dsDNAphage	5281	1	90.900	0.000
T112_S__k141_503894||full	1.000	0.947	1.000	dsDNAphage	5281	5	100.000	0.000
T16_D__k141_165000||full	0.987	0.887	0.987	dsDNAphage	5281	4	100.000	0.000
T20_S__k141_483961||full	0.993	0.820	0.993	dsDNAphage	5281	3	100.000	0.000
T24_S__k141_823693||full	0.987	0.887	0.987	dsDNAphage	5281	1	75.000	0.000
T36_S__k141_925884||full	1.000	0.967	1.000	dsDNAphage	5281	1	100.000	0.000
T36_S__k141_337649||full	0.867	0.953	0.953	ssDNA	5281	0	33.300	0.000
T36_S__k141_769184||full	1.000	0.420	1.000	dsDNAphage	5281	1	90.000	0.000
T40_D__k141_705383||full	0.827	0.387	0.827	dsDNAphage	5281	0	7.100	0.000
T4_D_k141_11469||full	0.947	0.680	0.947	dsDNAphage	5280	0	26.300	0.000
T0_S__k141_633185||full	0.980	0.967	0.980	dsDNAphage	5280	1	66.700	0.000
T100_D__k141_42836||full	0.973	0.880	0.973	dsDNAphage	5280	0	90.900	0.000
T112_S__k141_233760||full	0.940	0.980	0.980	ssDNA	5280	0	100.000	0.000
T40_D__k141_1183828||full	0.607	0.187	0.607	dsDNAphage	5280	0	25.000	0.000
T44_S__k141_778296||full	1.000	0.707	1.000	dsDNAphage	5280	2	83.300	0.000
T72_S__k141_525465||full	0.893	0.107	0.893	dsDNAphage	5280	0	53.800	7.700
T72_S__k141_839018||full	0.993	0.713	0.993	dsDNAphage	5280	0	92.900	0.000
T76_D__k141_950493||full	1.000	0.880	1.000	dsDNAphage	5280	1	100.000	0.000
T76_D__k141_296203||full	0.620	0.200	0.620	dsDNAphage	5280	0	20.000	0.000
T76_D__k141_982509||full	0.980	0.873	0.980	dsDNAphage	5280	0	87.500	0.000
T88_D__k141_994150||full	0.993	0.420	0.993	dsDNAphage	5280	1	85.700	0.000
T92_S__k141_285490||full	1.000	0.767	1.000	dsDNAphage	5280	0	90.900	0.000
T4_D_k141_1006783||full	0.980	0.767	0.980	dsDNAphage	5279	0	60.000	0.000
T112_D__k141_374987||full	1.000	0.987	1.000	dsDNAphage	5279	1	100.000	0.000
T112_D__k141_566166||full	1.000	0.680	1.000	dsDNAphage	5279	0	92.900	0.000
T112_D__k141_652233||full	0.807	0.373	0.807	dsDNAphage	5279	0	33.300	0.000
T112_S__k141_230347||full	1.000	0.960	1.000	dsDNAphage	5279	2	100.000	0.000
T16_D__k141_312129||full	1.000	0.853	1.000	dsDNAphage	5279	1	100.000	0.000
T16_D__k141_406756||full	0.773	0.733	0.773	dsDNAphage	5279	0	100.000	0.000
T28_S__k141_280925||full	0.960	0.600	0.960	dsDNAphage	5279	0	80.000	0.000
T28_S__k141_1224385||full	0.927	0.893	0.927	dsDNAphage	5279	0	62.500	0.000
T40_S__k141_860953||full	0.867	0.533	0.867	dsDNAphage	5279	0	50.000	0.000
T76_D__k141_614161||full	0.840	0.780	0.840	dsDNAphage	5279	0	100.000	0.000
T80_S__k141_603536||full	0.953	0.427	0.953	dsDNAphage	5279	0	41.700	0.000
T96_S__k141_243575||full	0.980	0.987	0.987	ssDNA	5279	0	37.500	0.000
T4_D_k141_1159798||full	0.987	0.060	0.987	dsDNAphage	5278	1	25.000	0.000
T4_D_k141_989694||full	0.980	0.913	0.980	dsDNAphage	5278	0	57.900	0.000
T100_D__k141_199659||full	0.993	0.867	0.993	dsDNAphage	5278	2	90.000	0.000
T100_D__k141_880576||full	1.000	0.993	1.000	dsDNAphage	5278	3	100.000	0.000
T16_D__k141_656957||full	1.000	0.740	1.000	dsDNAphage	5278	2	100.000	0.000
T16_D__k141_618309||full	0.973	0.900	0.973	dsDNAphage	5278	0	50.000	0.000
T16_S__k141_162219||full	0.940	0.413	0.940	dsDNAphage	5278	0	84.600	0.000
T32_S__k141_1315121||full	0.967	0.973	0.973	ssDNA	5278	0	100.000	0.000
T52_D__k141_22847||full	0.900	0.927	0.927	ssDNA	5278	0	100.000	0.000
T52_D__k141_84923||full	1.000	0.913	1.000	dsDNAphage	5278	0	81.200	0.000
T52_D__k141_344620||full	0.793	0.687	0.793	dsDNAphage	5278	0	44.400	0.000
T72_S__k141_812520||full	0.980	0.747	0.980	dsDNAphage	5278	1	100.000	0.000
T88_D__k141_869306||full	0.980	0.927	0.980	dsDNAphage	5278	0	66.700	0.000
T88_D__k141_878288||full	0.993	0.847	0.993	dsDNAphage	5278	4	100.000	0.000
T92_S__k141_531822||full	0.993	0.980	0.993	dsDNAphage	5278	2	100.000	0.000
T100_D__k141_295325||full	0.840	0.140	0.840	dsDNAphage	5277	0	54.500	0.000
T112_D__k141_439508||full	1.000	0.900	1.000	dsDNAphage	5277	1	100.000	0.000
T16_D__k141_1140060||full	0.833	0.473	0.833	dsDNAphage	5277	0	75.000	0.000
T32_S__k141_1186871||full	1.000	0.700	1.000	dsDNAphage	5277	2	100.000	0.000
T60_S__k141_81915||full	0.993	0.200	0.993	dsDNAphage	5277	1	36.400	0.000
T64_S__k141_148355||full	0.980	0.653	0.980	dsDNAphage	5277	1	66.700	0.000
T76_D__k141_26691||full	1.000	0.813	1.000	dsDNAphage	5277	3	100.000	0.000
T76_D__k141_247557||full	0.833	0.653	0.833	dsDNAphage	5277	0	55.600	0.000
T88_S_k141_628413||full	1.000	0.880	1.000	dsDNAphage	5276	1	100.000	0.000
T112_D__k141_500461||full	1.000	0.827	1.000	dsDNAphage	5276	2	77.800	0.000
T16_D__k141_238901||full	0.920	0.493	0.920	dsDNAphage	5276	0	42.900	0.000
T16_D__k141_901799||full	1.000	0.760	1.000	dsDNAphage	5276	1	63.600	0.000
T24_S__k141_700847||full	1.000	0.613	1.000	dsDNAphage	5276	2	80.000	0.000
T36_S__k141_1343079||full	0.900	0.940	0.940	ssDNA	5276	0	75.000	0.000
T44_S__k141_545786||full	1.000	0.687	1.000	dsDNAphage	5276	2	83.300	0.000
T60_S__k141_461660||full	0.960	0.847	0.960	dsDNAphage	5276	0	63.600	0.000
T64_D__k141_60588||full	1.000	0.920	1.000	dsDNAphage	5276	2	100.000	0.000
T76_D__k141_398774||full	0.927	0.713	0.927	dsDNAphage	5276	0	71.400	0.000
T88_D__k141_214795||full	0.980	0.960	0.980	dsDNAphage	5276	0	100.000	0.000
T4_D_k141_106744||full	0.833	0.660	0.833	dsDNAphage	5275	0	85.700	0.000
T4_D_k141_980050||full	0.827	0.053	0.827	dsDNAphage	5275	0	77.800	11.100
T4_D_k141_849846||full	0.993	0.860	0.993	dsDNAphage	5275	1	100.000	0.000
T100_D__k141_361245||full	0.987	0.500	0.987	dsDNAphage	5275	1	41.200	0.000
T104_S__k141_568553||full	0.953	0.933	0.953	dsDNAphage	5275	0	100.000	0.000
T108_S__k141_299209||full	0.927	0.800	0.927	dsDNAphage	5275	0	46.200	0.000
T16_D__k141_1270355||full	0.980	0.160	0.980	dsDNAphage	5275	2	50.000	0.000
T24_S__k141_169944||full	0.480	0.553	0.553	ssDNA	5275	0	8.300	0.000
T32_S__k141_375684||full	0.953	0.540	0.953	dsDNAphage	5275	0	41.200	0.000
T40_D__k141_239500||full	0.993	0.913	0.993	dsDNAphage	5275	1	71.400	0.000
T44_S__k141_163785||full	0.967	0.980	0.980	ssDNA	5275	0	100.000	0.000
T56_S__k141_831333||full	0.953	0.880	0.953	dsDNAphage	5275	0	100.000	0.000
T60_S__k141_801346||full	0.960	0.960	0.960	dsDNAphage	5275	0	70.000	0.000
T64_S__k141_778278||full	0.993	0.547	0.993	dsDNAphage	5275	1	57.100	0.000
T84_S__k141_424791||full	0.827	0.647	0.827	dsDNAphage	5275	0	100.000	0.000
T8_S__k141_1047507||full	0.520	0.427	0.520	dsDNAphage	5275	0	66.700	0.000
T4_D_k141_1300089||full	0.720	0.753	0.753	ssDNA	5274	0	40.000	0.000
T4_D_k141_480898||full	0.880	0.653	0.880	dsDNAphage	5274	0	92.300	0.000
T4_D_k141_534069||full	0.987	0.927	0.987	dsDNAphage	5274	3	50.000	0.000
T4_D_k141_511351||full	1.000	0.520	1.000	dsDNAphage	5274	3	90.000	0.000
T52_S_k141_256618||full	0.787	0.373	0.787	dsDNAphage	5274	0	37.500	0.000
T88_S_k141_791079||full	0.800	0.687	0.800	dsDNAphage	5274	0	100.000	0.000
T112_D__k141_687208||full	1.000	0.987	1.000	dsDNAphage	5274	3	100.000	0.000
T112_D__k141_614599||full	1.000	0.747	1.000	dsDNAphage	5274	3	85.700	0.000
T16_D__k141_254138||full	1.000	0.913	1.000	dsDNAphage	5274	2	100.000	0.000
T16_S__k141_7191||full	0.927	0.907	0.927	dsDNAphage	5274	0	100.000	0.000
T16_S__k141_761463||full	0.980	0.907	0.980	dsDNAphage	5274	5	100.000	0.000
T28_S__k141_342380||full	1.000	0.407	1.000	dsDNAphage	5274	1	62.500	0.000
T28_S__k141_28116||full	0.913	0.800	0.913	dsDNAphage	5274	0	66.700	0.000
T36_S__k141_890272||full	1.000	0.993	1.000	dsDNAphage	5274	4	100.000	0.000
T40_D__k141_929992||full	1.000	0.800	1.000	dsDNAphage	5274	2	100.000	0.000
T52_D__k141_175134||full	0.747	0.107	0.747	dsDNAphage	5274	0	55.600	11.100
T64_S__k141_795330||full	1.000	0.580	1.000	dsDNAphage	5274	3	100.000	0.000
T76_S__k141_1006850||full	0.980	0.327	0.980	dsDNAphage	5274	0	86.700	0.000
T112_S__k141_961068||full	1.000	0.873	1.000	dsDNAphage	5273	2	50.000	0.000
T32_S__k141_667612||full	0.973	0.747	0.973	dsDNAphage	5273	0	100.000	0.000
T40_D__k141_753044||full	1.000	0.787	1.000	dsDNAphage	5273	0	87.500	0.000
T40_D__k141_605964||full	0.973	0.693	0.973	dsDNAphage	5273	1	50.000	0.000
T40_S__k141_710013||full	0.887	0.567	0.887	dsDNAphage	5273	0	61.500	0.000
T76_S__k141_972832||full	0.993	0.880	0.993	dsDNAphage	5273	2	100.000	0.000
T92_S__k141_797080||full	0.520	0.033	0.520	dsDNAphage	5273	0	44.400	11.100
T88_D__k141_368662||full_1	1.000	0.947	1.000	dsDNAphage	5273	1	100.000	0.000
T4_D_k141_587999||full	0.920	0.693	0.920	dsDNAphage	5272	0	100.000	0.000
T52_S_k141_746400||full	0.940	0.927	0.940	dsDNAphage	5272	0	100.000	0.000
T100_D__k141_544639||full	1.000	0.707	1.000	dsDNAphage	5272	4	100.000	0.000
T100_D__k141_308840||full	0.740	0.793	0.793	ssDNA	5272	0	75.000	0.000
T100_D__k141_375019||full	1.000	0.673	1.000	dsDNAphage	5272	1	100.000	0.000
T112_D__k141_90746||full	0.980	0.700	0.980	dsDNAphage	5272	1	100.000	0.000
T112_S__k141_833139||full	0.927	0.593	0.927	dsDNAphage	5272	0	87.500	0.000
T112_S__k141_139168||full	0.940	0.653	0.940	dsDNAphage	5272	0	87.500	0.000
T12_S__k141_257745||full	1.000	0.733	1.000	dsDNAphage	5272	1	50.000	0.000
T36_S__k141_516654||full	0.853	0.133	0.853	dsDNAphage	5272	0	57.100	7.100
T40_D__k141_981533||full	1.000	0.627	1.000	dsDNAphage	5272	3	83.300	0.000
T52_D__k141_259611||full	0.660	0.867	0.867	ssDNA	5272	0	83.300	0.000
T52_D__k141_766675||full	0.707	0.467	0.707	dsDNAphage	5272	0	66.700	0.000
T52_D__k141_294578||full	0.940	0.973	0.973	ssDNA	5272	0	100.000	0.000
T64_D__k141_538453||full	0.807	0.407	0.807	dsDNAphage	5272	0	50.000	0.000
T76_D__k141_874526||full	0.893	0.793	0.893	dsDNAphage	5272	0	88.900	0.000
T88_S_k141_705098||full	0.633	0.047	0.633	dsDNAphage	5271	0	30.000	10.000
T40_S__k141_460904||full	0.993	0.740	0.993	dsDNAphage	5271	0	88.900	0.000
T44_S__k141_987855||full	1.000	0.933	1.000	dsDNAphage	5271	3	100.000	0.000
T48_S__k141_344352||full	1.000	0.633	1.000	dsDNAphage	5271	1	75.000	0.000
T64_D__k141_382747||full	1.000	0.920	1.000	dsDNAphage	5271	1	75.000	0.000
T84_S__k141_824410||full	0.900	0.893	0.900	dsDNAphage	5271	0	71.400	0.000
T112_S__k141_655091||full_1	0.940	0.967	0.967	ssDNA	5271	0	100.000	0.000
T4_D_k141_762177||full	0.973	0.667	0.973	dsDNAphage	5270	0	36.400	0.000
T100_D__k141_729116||full	0.973	0.567	0.973	dsDNAphage	5270	0	100.000	0.000
T100_S__k141_808173||full	1.000	0.980	1.000	dsDNAphage	5270	4	100.000	0.000
T112_D__k141_707743||full	1.000	0.627	1.000	dsDNAphage	5270	2	87.500	0.000
T12_S__k141_644959||full	1.000	0.987	1.000	dsDNAphage	5270	4	100.000	0.000
T20_S__k141_737253||full	1.000	0.393	1.000	dsDNAphage	5270	3	90.900	0.000
T28_S__k141_916812||full	0.953	0.933	0.953	dsDNAphage	5270	0	100.000	0.000
T44_S__k141_503181||full	0.993	0.860	0.993	dsDNAphage	5270	1	83.300	0.000
T4_D_k141_76173||full_1	0.993	0.720	0.993	dsDNAphage	5269	1	66.700	0.000
T4_D_k141_14047||full	1.000	0.993	1.000	dsDNAphage	5269	3	100.000	0.000
T4_D_k141_537661||full	0.980	0.973	0.980	dsDNAphage	5269	0	100.000	0.000
T52_S_k141_595445||full	0.933	0.680	0.933	dsDNAphage	5269	0	57.100	0.000
T88_S_k141_1046698||full	1.000	0.607	1.000	dsDNAphage	5269	2	100.000	0.000
T108_S__k141_881229||full	1.000	0.907	1.000	dsDNAphage	5269	1	100.000	0.000
T112_D__k141_370425||full	0.840	0.913	0.913	ssDNA	5269	0	57.100	0.000
T112_S__k141_492438||full	0.973	0.387	0.973	dsDNAphage	5269	0	7.100	0.000
T32_S__k141_966822||full	0.693	0.773	0.773	ssDNA	5269	0	100.000	0.000
T56_S__k141_566170||full	0.953	0.313	0.953	dsDNAphage	5269	0	75.000	0.000
T84_S__k141_210857||full	1.000	0.773	1.000	dsDNAphage	5269	1	100.000	0.000
T88_D__k141_933119||full	0.940	0.760	0.940	dsDNAphage	5269	0	100.000	0.000
T112_S__k141_1012183||full	0.960	0.927	0.960	dsDNAphage	5268	0	87.500	0.000
T16_D__k141_1244211||full	0.773	0.080	0.773	dsDNAphage	5268	0	30.000	0.000
T16_D__k141_1194323||full	0.993	0.753	0.993	dsDNAphage	5268	2	66.700	0.000
T16_S__k141_836828||full	0.993	0.547	0.993	dsDNAphage	5268	2	83.300	0.000
T16_S__k141_187243||full	1.000	0.913	1.000	dsDNAphage	5268	3	100.000	0.000
T16_S__k141_422744||full	0.907	0.693	0.907	dsDNAphage	5268	0	100.000	0.000
T20_S__k141_1149181||full	1.000	0.827	1.000	dsDNAphage	5268	3	100.000	0.000
